tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,support_tickets_90d,satisfaction_score,churn
21,51.0,1092.03,One year,DSL,Electronic check,No,1,3,0
6,65.78,369.51,One year,No,Bank transfer,No,1,3,1
61,84.47,5288.03,One year,DSL,Electronic check,No,5,3,0
24,73.65,1833.95,One year,DSL,Electronic check,Yes,0,4,0
20,79.32,1645.69,Month-to-month,DSL,Electronic check,Yes,0,4,0
7,48.96,317.19,Month-to-month,No,Mailed check,No,7,2,1
21,75.38,1558.74,Two year,DSL,Bank transfer,Yes,0,5,0
19,51.5,1013.51,One year,No,Electronic check,Yes,5,3,0
63,72.8,4692.09,One year,DSL,Credit card,Yes,3,4,1
20,71.24,1474.06,One year,No,Credit card,No,1,4,0
21,59.26,1260.59,Two year,Fiber optic,Electronic check,No,2,3,0
7,88.14,635.96,Two year,Fiber optic,Credit card,Yes,2,3,0
11,82.32,840.2,Month-to-month,Fiber optic,Bank transfer,No,1,3,0
29,70.45,1932.17,Two year,DSL,Mailed check,Yes,3,5,0
3,101.83,309.79,Month-to-month,Fiber optic,Mailed check,Yes,2,2,1
40,82.16,3371.29,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,0
40,99.38,3751.72,Two year,Fiber optic,Electronic check,Yes,0,4,0
10,85.74,878.5,Month-to-month,DSL,Bank transfer,No,3,2,1
26,79.52,1963.49,Month-to-month,Fiber optic,Electronic check,Yes,5,2,1
47,71.84,3397.75,One year,DSL,Electronic check,No,2,3,0
18,56.38,1002.01,Two year,DSL,Bank transfer,No,2,3,1
15,76.08,1164.07,Month-to-month,DSL,Electronic check,Yes,5,3,1
17,49.7,824.91,One year,DSL,Bank transfer,No,3,4,0
24,86.09,1955.33,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,0
12,58.76,724.12,Month-to-month,No,Electronic check,Yes,2,3,0
14,53.32,776.64,One year,No,Credit card,Yes,1,4,0
25,92.86,2324.11,One year,Fiber optic,Electronic check,No,3,3,1
13,73.9,991.9,One year,Fiber optic,Bank transfer,No,3,3,0
7,65.67,424.25,One year,DSL,Electronic check,Yes,1,3,1
3,48.96,145.56,Two year,No,Electronic check,Yes,1,3,0
20,57.3,1111.7,Two year,No,Credit card,No,0,4,0
45,66.51,3030.11,Month-to-month,No,Credit card,No,2,3,0
27,42.75,1111.12,One year,No,Mailed check,No,4,3,0
7,51.82,334.38,One year,DSL,Electronic check,No,1,2,1
10,112.51,1104.25,Month-to-month,Fiber optic,Bank transfer,Yes,0,4,1
15,105.02,1571.02,One year,Fiber optic,Electronic check,Yes,2,3,0
64,99.4,6413.12,One year,Fiber optic,Credit card,No,3,4,0
66,99.81,6773.71,Month-to-month,Fiber optic,Electronic check,Yes,1,4,0
61,85.96,5505.34,Month-to-month,Fiber optic,Electronic check,No,3,3,0
22,60.09,1347.24,Month-to-month,DSL,Electronic check,No,1,3,1
72,62.64,4328.53,Month-to-month,DSL,Electronic check,Yes,0,4,0
11,68.5,785.29,Two year,Fiber optic,Credit card,No,4,2,0
15,52.37,791.9,Month-to-month,No,Bank transfer,No,1,2,1
38,69.33,2730.09,One year,No,Electronic check,No,2,3,0
25,87.63,2133.77,One year,Fiber optic,Electronic check,Yes,1,4,0
26,93.26,2275.47,Month-to-month,Fiber optic,Electronic check,No,2,3,1
8,64.85,523.29,Month-to-month,DSL,Bank transfer,No,1,2,1
19,70.48,1255.64,Month-to-month,No,Bank transfer,Yes,2,4,0
11,80.38,913.43,Month-to-month,DSL,Electronic check,Yes,0,4,0
6,94.36,568.08,Month-to-month,Fiber optic,Bank transfer,No,4,3,1
12,64.59,757.7,Month-to-month,DSL,Bank transfer,No,3,3,0
25,82.67,1936.02,Two year,No,Credit card,No,3,2,0
33,88.0,2777.87,One year,Fiber optic,Bank transfer,Yes,4,3,0
3,75.24,215.96,Month-to-month,DSL,Electronic check,No,0,3,0
20,68.52,1268.93,Month-to-month,DSL,Electronic check,No,2,3,0
18,73.34,1239.61,Two year,Fiber optic,Credit card,Yes,1,3,0
24,67.1,1608.86,Month-to-month,No,Electronic check,No,4,3,0
7,78.64,509.18,One year,Fiber optic,Electronic check,No,3,2,1
7,61.02,419.28,Month-to-month,No,Mailed check,Yes,0,4,0
46,78.78,3614.56,Two year,DSL,Bank transfer,Yes,2,5,0
10,81.17,772.76,Month-to-month,Fiber optic,Bank transfer,No,1,3,0
14,73.7,1082.7,Month-to-month,DSL,Bank transfer,Yes,1,4,0
16,106.21,1664.46,One year,Fiber optic,Electronic check,Yes,1,3,1
11,78.36,877.49,Month-to-month,Fiber optic,Bank transfer,No,2,1,1
28,90.0,2391.31,One year,Fiber optic,Credit card,Yes,0,4,1
27,58.45,1458.85,Month-to-month,No,Electronic check,Yes,1,4,0
18,65.37,1093.65,Month-to-month,No,Electronic check,No,2,4,1
12,102.52,1178.57,Month-to-month,Fiber optic,Credit card,No,3,3,1
17,61.99,1011.16,One year,DSL,Electronic check,Yes,3,3,0
21,61.57,1221.84,Two year,No,Mailed check,Yes,3,2,0
10,70.89,683.05,Month-to-month,DSL,Electronic check,Yes,3,3,1
30,87.48,2455.82,Two year,Fiber optic,Bank transfer,No,3,4,0
40,110.76,4586.48,Two year,Fiber optic,Bank transfer,Yes,3,5,0
52,100.14,4996.76,Month-to-month,Fiber optic,Bank transfer,Yes,4,3,0
49,78.99,3928.69,Month-to-month,Fiber optic,Mailed check,No,5,3,0
15,51.38,800.62,Month-to-month,DSL,Electronic check,No,1,3,1
22,78.15,1790.91,Month-to-month,DSL,Mailed check,No,1,4,0
18,64.41,1151.99,One year,DSL,Mailed check,No,4,3,0
17,80.51,1317.18,Month-to-month,Fiber optic,Bank transfer,No,2,2,0
17,72.22,1274.11,Month-to-month,DSL,Bank transfer,Yes,1,4,0
20,80.67,1688.27,One year,DSL,Credit card,Yes,1,3,1
44,69.53,3114.01,Month-to-month,DSL,Electronic check,Yes,1,4,0
25,85.5,2127.27,Two year,Fiber optic,Electronic check,Yes,5,4,0
7,107.8,710.57,One year,Fiber optic,Credit card,No,1,4,0
38,90.78,3454.88,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
23,102.98,2251.53,Month-to-month,Fiber optic,Electronic check,Yes,0,4,1
29,66.62,1822.13,Month-to-month,DSL,Credit card,Yes,3,3,1
25,55.74,1354.7,Two year,DSL,Bank transfer,No,3,2,0
26,84.29,2130.01,Month-to-month,Fiber optic,Mailed check,Yes,1,3,1
27,44.4,1182.02,Two year,DSL,Credit card,No,5,2,0
3,51.88,150.97,Two year,DSL,Bank transfer,No,2,3,1
28,54.77,1418.45,Month-to-month,DSL,Mailed check,No,5,5,1
11,69.09,746.78,One year,DSL,Electronic check,Yes,2,4,0
13,55.2,688.21,One year,No,Mailed check,No,1,2,0
20,63.21,1260.2,Month-to-month,DSL,Mailed check,No,3,3,0
57,84.31,4682.99,Two year,Fiber optic,Bank transfer,No,1,3,0
8,52.25,406.56,Month-to-month,No,Mailed check,Yes,0,5,0
19,74.29,1455.61,Two year,Fiber optic,Electronic check,No,2,3,0
16,71.87,1168.7,One year,DSL,Bank transfer,No,0,4,0
38,63.29,2460.11,Month-to-month,No,Electronic check,No,3,4,0
16,83.94,1346.42,Month-to-month,Fiber optic,Credit card,Yes,0,4,1
24,102.85,2553.22,Month-to-month,Fiber optic,Bank transfer,Yes,1,3,0
8,97.64,782.79,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
42,54.39,2110.07,One year,No,Mailed check,Yes,0,4,0
5,102.39,504.43,Month-to-month,Fiber optic,Electronic check,Yes,2,4,1
28,63.76,1775.81,Two year,DSL,Bank transfer,No,2,3,0
24,101.36,2519.85,Month-to-month,Fiber optic,Electronic check,Yes,1,4,1
26,87.22,2238.34,Month-to-month,Fiber optic,Bank transfer,No,2,4,0
5,100.42,477.34,Month-to-month,Fiber optic,Electronic check,Yes,3,3,1
16,73.12,1144.86,Month-to-month,No,Bank transfer,No,1,2,0
37,94.42,3406.03,One year,Fiber optic,Electronic check,Yes,2,3,0
63,71.09,4444.78,Month-to-month,No,Electronic check,Yes,0,4,0
18,72.06,1237.89,One year,DSL,Mailed check,No,1,2,1
34,52.04,1703.68,One year,No,Bank transfer,No,1,3,0
22,77.31,1777.22,Month-to-month,Fiber optic,Electronic check,Yes,0,4,0
19,82.49,1541.45,Month-to-month,DSL,Mailed check,Yes,1,4,0
14,65.17,939.96,Month-to-month,Fiber optic,Credit card,Yes,1,3,1
20,55.85,1167.28,Month-to-month,DSL,Mailed check,Yes,3,4,0
32,88.31,2897.55,One year,DSL,Bank transfer,Yes,1,3,0
34,68.17,2251.61,Month-to-month,Fiber optic,Electronic check,No,1,5,1
6,64.77,367.52,Month-to-month,No,Electronic check,Yes,0,5,0
13,82.19,1094.7,Month-to-month,Fiber optic,Electronic check,Yes,6,3,1
8,93.77,750.18,Month-to-month,Fiber optic,Credit card,No,2,3,1
21,95.98,1937.66,Two year,DSL,Electronic check,No,3,2,0
15,63.09,970.17,Two year,DSL,Electronic check,Yes,4,4,0
26,69.14,1788.33,One year,Fiber optic,Electronic check,No,5,2,1
27,54.42,1501.04,Month-to-month,No,Credit card,No,0,3,1
2,75.99,149.84,Month-to-month,Fiber optic,Mailed check,No,7,2,1
20,67.05,1340.59,Month-to-month,DSL,Credit card,Yes,3,3,0
45,88.1,3835.35,Two year,Fiber optic,Mailed check,No,3,3,0
13,91.75,1150.91,Month-to-month,Fiber optic,Credit card,No,1,5,1
13,75.94,1000.69,Month-to-month,DSL,Credit card,No,1,3,0
39,56.45,2135.04,One year,No,Mailed check,No,1,3,0
35,84.04,2861.22,One year,DSL,Credit card,Yes,1,4,0
9,89.89,775.61,Month-to-month,Fiber optic,Credit card,No,3,3,1
33,81.91,2766.79,Month-to-month,Fiber optic,Electronic check,No,5,3,0
10,54.32,558.17,Two year,No,Bank transfer,No,1,4,0
13,91.15,1114.36,Month-to-month,Fiber optic,Bank transfer,Yes,0,3,0
9,55.82,506.97,Two year,DSL,Credit card,No,1,4,0
6,83.1,474.64,Month-to-month,Fiber optic,Bank transfer,No,2,3,1
22,76.58,1603.41,Two year,Fiber optic,Bank transfer,No,3,2,0
5,75.52,356.75,Two year,Fiber optic,Electronic check,No,7,1,1
22,106.14,2215.79,Month-to-month,Fiber optic,Credit card,Yes,1,4,0
22,70.16,1499.45,Two year,DSL,Electronic check,No,1,4,0
18,101.75,1754.63,Month-to-month,Fiber optic,Bank transfer,Yes,0,4,1
14,55.47,735.3,Month-to-month,No,Electronic check,Yes,1,4,0
12,79.58,956.48,Month-to-month,Fiber optic,Bank transfer,No,1,3,0
8,94.79,776.04,One year,Fiber optic,Credit card,No,1,4,0
52,81.87,4156.14,Month-to-month,Fiber optic,Electronic check,No,2,3,0
17,118.75,1859.28,Month-to-month,Fiber optic,Credit card,Yes,4,3,1
17,83.37,1414.23,Two year,Fiber optic,Credit card,No,2,2,1
9,66.87,618.57,Two year,Fiber optic,Electronic check,No,4,4,1
48,91.37,4384.72,Month-to-month,Fiber optic,Mailed check,Yes,3,4,1
12,82.89,1024.41,Month-to-month,Fiber optic,Electronic check,Yes,0,4,0
24,84.41,1866.82,Month-to-month,Fiber optic,Electronic check,No,7,2,1
27,98.81,2531.99,Month-to-month,Fiber optic,Credit card,Yes,3,2,1
22,75.43,1667.25,Two year,Fiber optic,Electronic check,No,4,2,1
5,113.98,552.15,Two year,Fiber optic,Bank transfer,Yes,1,3,0
32,84.39,2553.72,Month-to-month,Fiber optic,Electronic check,No,1,3,0
12,75.97,947.1,Month-to-month,DSL,Electronic check,No,4,1,1
35,97.6,3322.08,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,0
19,59.06,1155.52,Month-to-month,No,Mailed check,No,2,3,0
29,105.79,3207.66,Month-to-month,Fiber optic,Credit card,No,8,1,1
46,101.77,4323.38,Month-to-month,Fiber optic,Electronic check,No,2,2,1
31,51.45,1663.96,Month-to-month,No,Bank transfer,No,0,3,0
29,98.99,2909.83,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,0
33,79.58,2681.32,Two year,Fiber optic,Bank transfer,No,2,4,0
10,82.77,781.41,One year,No,Bank transfer,Yes,0,5,0
36,46.9,1592.03,Month-to-month,DSL,Electronic check,No,1,3,1
16,72.88,1144.51,Month-to-month,DSL,Bank transfer,No,1,2,0
17,82.13,1312.22,Two year,Fiber optic,Bank transfer,No,2,3,0
21,97.05,2065.03,Month-to-month,Fiber optic,Credit card,Yes,1,3,0
15,89.69,1395.63,Two year,Fiber optic,Electronic check,Yes,5,1,1
8,67.99,567.7,Month-to-month,DSL,Electronic check,Yes,0,4,1
20,89.8,1723.22,Two year,Fiber optic,Mailed check,Yes,1,3,0
17,92.78,1557.15,Month-to-month,DSL,Mailed check,Yes,0,4,1
16,71.27,1077.23,Two year,No,Electronic check,Yes,0,4,0
19,44.13,808.09,Month-to-month,No,Electronic check,No,3,2,1
2,93.63,179.02,Two year,Fiber optic,Electronic check,No,1,1,0
16,52.15,823.56,One year,DSL,Electronic check,No,3,2,1
50,56.48,2695.4,Month-to-month,DSL,Electronic check,No,3,2,1
47,74.72,3238.94,One year,DSL,Credit card,No,1,3,0
21,51.41,1030.49,Month-to-month,No,Credit card,No,2,3,0
20,62.51,1172.14,Month-to-month,DSL,Mailed check,No,1,3,0
1,52.66,48.72,Month-to-month,DSL,Electronic check,No,3,2,1
13,82.18,1048.43,One year,Fiber optic,Electronic check,Yes,1,3,0
33,70.39,2330.74,Two year,DSL,Credit card,No,2,3,1
15,77.74,1210.06,Month-to-month,DSL,Credit card,No,1,3,1
41,77.74,3017.61,One year,DSL,Electronic check,Yes,2,4,0
39,53.99,1958.04,Two year,DSL,Electronic check,Yes,1,5,0
13,87.99,1160.63,One year,Fiber optic,Electronic check,No,4,1,0
22,74.03,1607.82,Month-to-month,DSL,Mailed check,No,2,3,0
53,51.7,2847.06,Month-to-month,No,Electronic check,No,5,1,0
5,86.21,422.72,Month-to-month,Fiber optic,Bank transfer,Yes,1,4,1
15,72.91,1129.58,Month-to-month,DSL,Electronic check,Yes,1,2,1
5,88.6,411.3,Month-to-month,DSL,Electronic check,Yes,2,3,1
9,82.99,783.67,Two year,Fiber optic,Bank transfer,No,3,2,0
63,100.17,6143.84,One year,Fiber optic,Credit card,Yes,2,4,0
15,71.64,1109.76,One year,DSL,Electronic check,Yes,1,3,1
3,79.14,219.55,Month-to-month,DSL,Bank transfer,No,1,3,0
8,68.72,519.19,Month-to-month,Fiber optic,Electronic check,No,2,3,1
4,43.36,172.83,One year,No,Electronic check,No,1,4,1
22,78.11,1584.32,Month-to-month,DSL,Electronic check,Yes,3,3,1
27,91.89,2462.96,Two year,Fiber optic,Electronic check,Yes,2,5,0
36,102.39,3520.96,Month-to-month,Fiber optic,Electronic check,Yes,1,3,0
31,94.87,2908.52,Month-to-month,Fiber optic,Bank transfer,No,0,4,0
5,69.9,355.54,One year,Fiber optic,Credit card,Yes,1,2,0
26,78.29,2038.56,One year,Fiber optic,Electronic check,No,5,2,1
18,104.58,1914.17,Month-to-month,Fiber optic,Electronic check,No,4,2,1
40,64.38,2485.26,One year,No,Electronic check,Yes,0,5,0
34,63.32,2181.19,Month-to-month,DSL,Mailed check,Yes,0,4,0
68,30.92,2081.03,Month-to-month,No,Credit card,No,1,3,0
9,53.06,470.86,Month-to-month,DSL,Electronic check,No,2,2,0
8,51.79,414.94,One year,DSL,Bank transfer,No,1,4,0
13,50.04,641.02,One year,No,Mailed check,Yes,4,3,0
18,104.16,1833.6,Month-to-month,Fiber optic,Credit card,Yes,3,4,1
11,60.36,638.13,One year,DSL,Electronic check,Yes,0,1,1
9,47.1,423.15,One year,No,Electronic check,No,4,3,1
25,58.73,1407.45,Month-to-month,No,Electronic check,Yes,1,4,1
13,90.16,1078.35,Month-to-month,Fiber optic,Bank transfer,Yes,2,3,0
11,78.17,798.1,Month-to-month,No,Mailed check,No,2,4,0
5,77.98,403.3,Month-to-month,DSL,Bank transfer,No,1,4,1
1,96.09,98.98,Two year,Fiber optic,Electronic check,Yes,7,2,1
48,87.08,4365.72,Two year,Fiber optic,Electronic check,Yes,0,3,0
47,65.15,2995.07,Month-to-month,DSL,Bank transfer,Yes,1,4,0
35,92.54,3093.99,Month-to-month,Fiber optic,Electronic check,No,4,3,1
29,66.72,2031.28,Month-to-month,Fiber optic,Credit card,No,2,2,1
12,102.62,1230.32,Month-to-month,Fiber optic,Credit card,Yes,1,3,0
30,53.64,1670.54,Month-to-month,No,Electronic check,Yes,2,3,0
7,65.25,441.45,Month-to-month,No,Bank transfer,Yes,0,4,0
21,55.38,1186.67,Month-to-month,No,Electronic check,Yes,1,4,1
10,65.62,670.17,Month-to-month,DSL,Credit card,No,1,3,1
30,57.72,1741.27,Month-to-month,No,Bank transfer,Yes,2,3,1
55,52.78,2762.03,Month-to-month,DSL,Electronic check,No,2,4,1
8,77.66,638.79,Month-to-month,DSL,Bank transfer,Yes,1,3,1
13,61.32,781.97,Month-to-month,DSL,Electronic check,No,2,3,1
21,85.92,1836.94,Month-to-month,Fiber optic,Electronic check,No,4,1,1
3,74.45,221.23,Month-to-month,DSL,Electronic check,No,1,2,1
4,69.76,260.59,Two year,Fiber optic,Electronic check,No,1,4,0
54,60.4,3185.87,Month-to-month,No,Electronic check,No,1,5,0
25,84.31,2042.88,One year,Fiber optic,Credit card,No,2,3,0
12,100.73,1257.7,Month-to-month,Fiber optic,Mailed check,No,5,3,1
19,97.61,1907.99,Month-to-month,Fiber optic,Credit card,No,4,2,1
13,79.8,997.23,Month-to-month,Fiber optic,Electronic check,Yes,4,3,1
22,50.39,1107.81,One year,No,Credit card,No,4,2,1
14,58.85,805.28,Two year,DSL,Bank transfer,No,2,2,0
18,65.11,1178.18,Month-to-month,Fiber optic,Bank transfer,No,2,3,1
32,54.09,1690.04,Month-to-month,DSL,Credit card,No,4,3,0
31,61.86,1865.7,One year,DSL,Mailed check,No,3,3,0
52,61.46,3263.25,Month-to-month,Fiber optic,Bank transfer,Yes,3,4,0
26,76.46,2074.4,Month-to-month,Fiber optic,Credit card,No,3,2,1
20,77.31,1431.54,Two year,Fiber optic,Electronic check,No,5,2,0
57,100.9,5307.3,Month-to-month,DSL,Electronic check,Yes,3,3,0
17,69.21,1162.26,One year,No,Credit card,Yes,0,5,0
2,98.02,198.76,Month-to-month,Fiber optic,Credit card,Yes,2,3,1
35,57.33,2084.88,Month-to-month,DSL,Mailed check,No,1,3,0
24,69.31,1593.34,Two year,DSL,Credit card,No,2,2,0
20,73.22,1438.12,Month-to-month,Fiber optic,Credit card,No,3,3,1
36,47.82,1768.71,Month-to-month,DSL,Mailed check,No,1,4,1
14,98.94,1335.88,Month-to-month,Fiber optic,Electronic check,No,1,3,1
2,78.78,146.29,Month-to-month,Fiber optic,Mailed check,Yes,1,3,0
36,93.65,3473.08,Month-to-month,Fiber optic,Mailed check,No,0,4,0
11,85.41,896.95,Month-to-month,Fiber optic,Electronic check,No,3,3,1
8,63.3,530.92,Month-to-month,DSL,Credit card,No,3,3,0
2,65.98,125.74,Month-to-month,DSL,Bank transfer,Yes,2,2,1
34,102.78,3499.86,One year,Fiber optic,Credit card,No,3,4,1
1,37.79,39.33,Month-to-month,No,Bank transfer,No,3,2,0
46,81.09,3558.51,Two year,Fiber optic,Electronic check,No,5,3,0
15,104.37,1527.06,Month-to-month,Fiber optic,Bank transfer,No,2,2,1
35,81.74,2791.83,Month-to-month,DSL,Bank transfer,Yes,0,4,0
27,94.54,2524.95,Two year,DSL,Bank transfer,Yes,2,4,0
64,66.43,4115.62,Two year,No,Electronic check,No,1,4,0
26,76.54,1968.88,Month-to-month,Fiber optic,Credit card,No,4,4,1
45,108.12,4873.61,Month-to-month,Fiber optic,Electronic check,Yes,3,4,1
13,50.92,635.1,Two year,DSL,Mailed check,No,2,2,0
4,70.19,281.05,Month-to-month,DSL,Bank transfer,No,3,2,1
39,70.21,2592.85,Month-to-month,DSL,Credit card,Yes,0,3,1
4,66.91,255.31,Month-to-month,DSL,Electronic check,No,3,3,1
34,102.45,3240.08,Two year,Fiber optic,Electronic check,No,5,1,1
8,42.74,352.79,One year,DSL,Credit card,No,3,3,0
24,75.03,1756.99,Month-to-month,DSL,Credit card,No,2,3,1
65,73.82,4596.32,Two year,DSL,Electronic check,No,5,3,0
32,101.59,3274.21,Month-to-month,Fiber optic,Credit card,Yes,0,4,1
17,46.74,768.52,One year,No,Credit card,No,3,2,0
27,67.72,1799.92,Month-to-month,DSL,Electronic check,No,0,4,0
13,93.79,1179.95,One year,Fiber optic,Bank transfer,Yes,2,4,0
72,100.96,6944.5,Month-to-month,Fiber optic,Electronic check,Yes,2,5,0
11,50.09,576.38,Month-to-month,DSL,Credit card,Yes,2,3,0
18,49.39,818.96,Month-to-month,No,Electronic check,No,2,3,1
30,79.12,2283.6,Two year,DSL,Bank transfer,Yes,2,3,0
26,39.75,1040.16,Month-to-month,No,Credit card,No,1,4,0
28,85.19,2337.68,Month-to-month,Fiber optic,Electronic check,No,3,4,1
13,84.88,1086.34,Month-to-month,Fiber optic,Bank transfer,No,0,2,1
16,63.23,1007.4,One year,DSL,Electronic check,No,5,3,0
38,89.94,3483.0,One year,Fiber optic,Electronic check,No,3,3,0
37,83.04,2867.6,Month-to-month,Fiber optic,Credit card,No,1,3,0
26,60.06,1448.94,Month-to-month,DSL,Credit card,No,0,4,0
48,90.73,4195.78,One year,Fiber optic,Bank transfer,No,1,4,0
39,78.6,3002.12,Month-to-month,Fiber optic,Credit card,Yes,1,5,0
36,98.31,3632.29,Month-to-month,Fiber optic,Electronic check,Yes,2,4,0
4,91.66,337.88,Month-to-month,Fiber optic,Mailed check,No,1,3,1
26,88.95,2317.31,Month-to-month,Fiber optic,Credit card,No,4,3,0
23,81.22,1800.36,Two year,Fiber optic,Credit card,No,2,5,0
53,57.08,2960.04,One year,No,Mailed check,No,2,3,0
18,79.35,1419.57,Month-to-month,DSL,Electronic check,No,3,3,1
21,79.54,1584.16,Two year,DSL,Bank transfer,Yes,2,3,0
7,86.42,572.71,Month-to-month,Fiber optic,Electronic check,No,2,2,1
9,83.46,766.18,Two year,Fiber optic,Credit card,Yes,4,4,0
53,78.31,4267.42,Month-to-month,No,Electronic check,Yes,1,4,0
28,62.06,1657.75,Two year,DSL,Mailed check,No,1,4,0
65,71.56,4659.69,Two year,No,Electronic check,Yes,3,4,0
17,78.4,1315.66,Two year,Fiber optic,Bank transfer,Yes,1,5,0
5,74.49,371.52,Month-to-month,DSL,Credit card,Yes,1,3,0
15,70.64,1093.79,Two year,DSL,Mailed check,No,4,2,0
13,83.77,1086.6,One year,Fiber optic,Credit card,No,4,4,0
33,55.17,1878.36,Month-to-month,No,Mailed check,No,2,3,0
32,109.9,3451.3,Month-to-month,Fiber optic,Electronic check,Yes,3,3,1
29,59.75,1608.28,One year,DSL,Credit card,Yes,4,2,0
72,70.41,4769.0,Two year,Fiber optic,Electronic check,Yes,2,4,0
47,47.4,2236.68,One year,DSL,Electronic check,No,0,2,0
9,70.61,615.97,Month-to-month,DSL,Bank transfer,No,2,4,0
40,89.99,3532.24,One year,Fiber optic,Electronic check,Yes,2,3,1
20,50.72,1031.07,Month-to-month,No,Credit card,No,2,3,0
17,101.82,1732.94,Month-to-month,Fiber optic,Mailed check,Yes,1,4,0
51,63.83,3305.62,One year,No,Electronic check,No,0,3,0
9,48.0,399.53,One year,DSL,Mailed check,No,2,2,0
38,63.96,2529.89,One year,No,Electronic check,No,1,2,0
34,57.42,1888.52,Month-to-month,DSL,Bank transfer,No,1,3,0
9,65.58,597.55,Month-to-month,DSL,Electronic check,No,0,3,1
4,95.43,371.79,One year,Fiber optic,Credit card,Yes,3,3,1
19,52.6,946.82,Month-to-month,No,Electronic check,Yes,0,4,1
43,52.94,2257.19,Two year,No,Electronic check,No,4,3,0
26,46.44,1124.46,Two year,DSL,Bank transfer,No,1,5,0
52,74.22,3574.75,Two year,DSL,Mailed check,Yes,1,3,0
25,72.19,1725.65,Two year,DSL,Mailed check,No,1,5,0
54,91.1,4799.62,Month-to-month,Fiber optic,Bank transfer,Yes,3,4,0
12,96.01,1096.74,Month-to-month,Fiber optic,Electronic check,Yes,0,4,1
29,66.44,2020.63,Two year,DSL,Mailed check,Yes,0,5,0
14,68.94,891.51,Month-to-month,DSL,Credit card,No,1,1,1
18,66.77,1241.38,Two year,DSL,Electronic check,Yes,1,5,0
21,85.41,1748.85,Month-to-month,DSL,Bank transfer,No,4,3,1
26,87.32,2311.6,Two year,Fiber optic,Electronic check,Yes,1,3,0
11,83.25,950.67,Month-to-month,Fiber optic,Credit card,Yes,3,3,0
28,82.57,2303.56,Two year,Fiber optic,Electronic check,No,1,4,0
21,86.66,1792.17,Month-to-month,Fiber optic,Electronic check,Yes,1,3,0
5,86.81,434.89,One year,DSL,Mailed check,No,1,3,1
3,82.23,258.16,Two year,DSL,Bank transfer,No,0,3,0
43,63.97,2559.51,Month-to-month,No,Electronic check,Yes,0,3,0
18,84.46,1510.46,Month-to-month,Fiber optic,Credit card,No,2,2,1
5,64.19,315.41,Month-to-month,No,Electronic check,Yes,1,3,1
